0.6256199607142857 0.38097970023440375
0.6673219502857143 0.062374696139718466
0.7072772488571429 0.0030757207973692857
0.7464828041428572 0.0013509698666940295
0.8241594878571428 0.0005289825965775208
0.9008346672857143 0.00030219771316986055
1.0539798935714286 0.00014871409079830755
1.2455049322857144 8.271305462947964e-5
1.512093965857143 4.8481731038663156e-5
1.8888349204285717 2.836581928455928e-5
2.4253574195714287 1.667105961367099e-5
3.188617379428571 9.710129676321344e-6
4.292264534428573 5.5013666919734305e-6
5.849096348142858 2.992155895498172e-6
8.050657979285715 1.5797637136216736e-6
11.15917320957143 7.310985541408854e-7
15.629248908857145 3.0152079943945864e-7
21.965372173714286 9.12866369162657e-8
30.971869387571434 1.1534739385865578e-8
